"Daily MID rates @ +/- 0%"
"www.oanda.com/currency/historical-rates/"
""
""
"End Date","USD/EUR","USD/GBP","USD/CAD","USD/JPY","USD/CHF"
"2015-09-30","0.8894","0.6594","1.3410","119.76","0.9723"
"2015-09-29","0.8931","0.6582","1.3345","120.17","0.9780"
"2015-09-28","0.8930","0.6588","1.3334","120.60","0.9793"
"2015-09-27","0.8930","0.6588","1.3334","120.60","0.9793"
"2015-09-26","0.8951","0.6576","1.3331","120.56","0.9788"
"2015-09-25","0.8918","0.6557","1.3336","119.90","0.9761"
"2015-09-24","0.8973","0.6534","1.3290","120.12","0.9765"
"2015-09-23","0.8955","0.6472","1.3254","120.19","0.9730"
"2015-09-22","0.8877","0.6442","1.3221","120.20","0.9691"
"2015-09-21","0.8849","0.6440","1.3226","119.99","0.9686"
"2015-09-20","0.8849","0.6440","1.3226","119.99","0.9686"
"2015-09-19","0.8774","0.6415","1.3137","119.74","0.9604"
"2015-09-18","0.8834","0.6442","1.3179","120.68","0.9688"
"2015-09-17","0.8869","0.6490","1.3219","120.43","0.9721"
"2015-09-16","0.8849","0.6493","1.3254","120.09","0.9704"
"2015-09-15","0.8827","0.6480","1.3249","120.30","0.9691"
"2015-09-14","0.8820","0.6482","1.3265","120.58","0.9693"
"2015-09-13","0.8820","0.6482","1.3265","120.58","0.9693"
"2015-09-12","0.8854","0.6479","1.3247","120.67","0.9738"
"2015-09-11","0.8909","0.6496","1.3242","120.65","0.9753"
"2015-09-10","0.8948","0.6503","1.3213","120.54","0.9779"
"2015-09-09","0.8945","0.6516","1.3259","119.65","0.9764"
"2015-09-08","0.8964","0.6565","1.3279","119.30","0.9736"
"2015-09-07","0.8969","0.6591","1.3280","119.02","0.9722"
"2015-09-06","0.8969","0.6591","1.3280","119.02","0.9722"
"2015-09-05","0.8983","0.6569","1.3224","119.35","0.9736"
"2015-09-04","0.8938","0.6546","1.3244","120.29","0.9714"
"2015-09-03","0.8878","0.6536","1.3253","120.04","0.9646"
"2015-09-02","0.8877","0.6514","1.3168","120.32","0.9624"
"2015-09-01","0.8914","0.6494","1.3234","121.23","0.9634"
"2015-08-31","0.8941","0.6497","1.3203","121.73","0.9626"
"2015-08-30","0.8941","0.6497","1.3203","121.73","0.9626"
"2015-08-29","0.8896","0.6493","1.3216","121.06","0.9630"
"2015-08-28","0.8854","0.6470","1.3251","120.39","0.9566"
"2015-08-27","0.8734","0.6403","1.3312","119.38","0.9446"
"2015-08-26","0.8685","0.6349","1.3264","119.49","0.9391"
"2015-08-25","0.8700","0.6365","1.3233","120.21","0.9401"
"2015-08-24","0.8782","0.6372","1.3186","122.03","0.9465"
"2015-08-23","0.8782","0.6372","1.3186","122.03","0.9465"
"2015-08-22","0.8858","0.6373","1.3110","122.79","0.9548"
"2015-08-21","0.8962","0.6381","1.3116","123.81","0.9640"
"2015-08-20","0.9046","0.6383","1.3077","124.24","0.9736"
"2015-08-19","0.9044","0.6398","1.3091","124.38","0.9777"
"2015-08-18","0.9016","0.6398","1.3108","124.40","0.9772"
"2015-08-17","0.9001","0.6393","1.3097","124.33","0.9761"
"2015-08-16","0.9001","0.6393","1.3097","124.33","0.9761"
"2015-08-15","0.8975","0.6401","1.3067","124.32","0.9759"
"2015-08-14","0.8981","0.6405","1.3015","124.41","0.9767"
"2015-08-13","0.8997","0.6414","1.3056","124.59","0.9799"
"2015-08-12","0.9073","0.6419","1.3071","124.84","0.9848"
"2015-08-11","0.9113","0.6446","1.3114","124.50","0.9839"
"2015-08-10","0.9119","0.6455","1.3134","124.22","0.9837"
"2015-08-09","0.9119","0.6455","1.3134","124.22","0.9837"
"2015-08-08","0.9149","0.6452","1.3120","124.61","0.9824"
"2015-08-07","0.9167","0.6422","1.3160","124.78","0.9806"
"2015-08-06","0.9194","0.6418","1.3186","124.51","0.9791"
"2015-08-05","0.9134","0.6413","1.3149","124.04","0.9708"
"2015-08-04","0.9117","0.6406","1.3133","124.03","0.9671"
"2015-08-03","0.9104","0.6402","1.3088","123.86","0.9661"
"2015-08-02","0.9104","0.6402","1.3088","123.86","0.9661"
"2015-08-01","0.9112","0.6408","1.3026","124.03","0.9650"
"2015-07-31","0.9130","0.6409","1.2980","124.20","0.9696"
"2015-07-30","0.9052","0.6402","1.2933","123.65","0.9629"
"2015-07-29","0.9039","0.6419","1.2999","123.52","0.9632"
"2015-07-28","0.9051","0.6437","1.3026","123.41","0.9598"
"2015-07-27","0.9106","0.6447","1.3045","123.80","0.9630"
"2015-07-26","0.9106","0.6447","1.3045","123.80","0.9630"
"2015-07-25","0.9117","0.6450","1.3046","123.89","0.9609"
"2015-07-24","0.9120","0.6417","1.3018","123.93","0.9580"
"2015-07-23","0.9154","0.6413","1.2986","123.85","0.9594"
"2015-07-22","0.9202","0.6426","1.2982","124.22","0.9615"
"2015-07-21","0.9227","0.6417","1.2987","124.21","0.9627"
"2015-07-20","0.9234","0.6408","1.2973","124.06","0.9618"
"2015-07-19","0.9234","0.6408","1.2973","124.06","0.9618"
"2015-07-18","0.9196","0.6402","1.2973","124.07","0.9584"
"2015-07-17","0.9166","0.6404","1.2935","123.95","0.9551"
"2015-07-16","0.9100","0.6397","1.2798","123.59","0.9481"
"2015-07-15","0.9083","0.6438","1.2756","123.40","0.9476"
"2015-07-14","0.9024","0.6445","1.2723","123.05","0.9447"
"2015-07-13","0.8964","0.6444","1.2659","122.80","0.9388"
"2015-07-12","0.8964","0.6444","1.2659","122.80","0.9388"
"2015-07-11","0.8991","0.6473","1.2704","122.22","0.9425"
"2015-07-10","0.9048","0.6503","1.2719","121.21","0.9473"
"2015-07-09","0.9068","0.6493","1.2731","121.59","0.9465"
"2015-07-08","0.9092","0.6445","1.2698","122.54","0.9460"
"2015-07-07","0.9056","0.6422","1.2618","122.53","0.9438"
"2015-07-06","0.8998","0.6423","1.2572","122.77","0.9404"
"2015-07-05","0.8998","0.6423","1.2572","122.77","0.9404"
"2015-07-04","0.9012","0.6408","1.2561","122.93","0.9422"
"2015-07-03","0.9032","0.6408","1.2584","123.28","0.9465"
"2015-07-02","0.9003","0.6384","1.2523","122.79","0.9403"
"2015-07-01","0.8944","0.6359","1.2426","122.37","0.9305"
"2015-06-30","0.9013","0.6362","1.2356","122.73","0.9342"
"2015-06-29","0.8950","0.6350","1.2320","123.85","0.9330"
"2015-06-28","0.8950","0.6350","1.2320","123.85","0.9330"
"2015-06-27","0.8941","0.6354","1.2344","123.61","0.9350"
"2015-06-26","0.8927","0.6364","1.2370","123.69","0.9358"
"2015-06-25","0.8937","0.6355","1.2344","123.95","0.9335"
"2015-06-24","0.8896","0.6341","1.2334","123.70","0.9295"
"2015-06-23","0.8800","0.6307","1.2271","123.04","0.9191"
"2015-06-22","0.8811","0.6298","1.2273","122.71","0.9180"
"2015-06-21","0.8811","0.6298","1.2273","122.71","0.9180"
"2015-06-20","0.8814","0.6300","1.2245","122.92","0.9215"
"2015-06-19","0.8792","0.6303","1.2208","123.01","0.9200"
"2015-06-18","0.8877","0.6371","1.2298","123.70","0.9283"
"2015-06-17","0.8881","0.6405","1.2325","123.47","0.9311"
"2015-06-16","0.8902","0.6432","1.2328","123.44","0.9325"
"2015-06-15","0.8874","0.6426","1.2313","123.41","0.9285"
"2015-06-14","0.8874","0.6426","1.2313","123.41","0.9285"
"2015-06-13","0.8897","0.6443","1.2304","123.52","0.9319"
"2015-06-12","0.8870","0.6456","1.2292","123.34","0.9342"
"2015-06-11","0.8848","0.6472","1.2288","123.30","0.9297"
"2015-06-10","0.8864","0.6520","1.2377","124.37","0.9286"
"2015-06-09","0.8960","0.6546","1.2439","125.25","0.9375"
"2015-06-08","0.8998","0.6549","1.2434","125.60","0.9396"
"2015-06-07","0.8998","0.6549","1.2434","125.60","0.9396"
"2015-06-06","0.8940","0.6531","1.2494","124.92","0.9370"
"2015-06-05","0.8867","0.6512","1.2466","124.33","0.9334"
"2015-06-04","0.8944","0.6525","1.2429","124.19","0.9344"
"2015-06-03","0.9075","0.6556","1.2484","124.51","0.9404"
"2015-06-02","0.9143","0.6560","1.2489","124.29","0.9442"
"2015-06-01","0.9099","0.6539","1.2452","124.15","0.9402"
"2015-05-31","0.9099","0.6539","1.2452","124.15","0.9402"
"2015-05-30","0.9117","0.6536","1.2443","123.88","0.9420"
"2015-05-29","0.9160","0.6525","1.2466","123.95","0.9474"
"2015-05-28","0.9186","0.6505","1.2444","123.37","0.9510"
"2015-05-27","0.9160","0.6485","1.2363","122.42","0.9486"
"2015-05-26","0.9105","0.6462","1.2297","121.57","0.9436"
"2015-05-25","0.9081","0.6456","1.2281","121.53","0.9426"
"2015-05-24","0.9081","0.6456","1.2281","121.53","0.9426"
"2015-05-23","0.9007","0.6409","1.2228","121.10","0.9377"
"2015-05-22","0.8991","0.6405","1.2201","121.10","0.9349"
"2015-05-21","0.8994","0.6442","1.2222","120.97","0.9375"
"2015-05-20","0.8909","0.6421","1.2184","120.21","0.9313"
"2015-05-19","0.8778","0.6373","1.2073","119.70","0.9199"
"2015-05-18","0.8735","0.6359","1.2014","119.35","0.9160"
"2015-05-17","0.8735","0.6359","1.2014","119.35","0.9160"
"2015-05-16","0.8772","0.6347","1.2009","119.44","0.9160"
"2015-05-15","0.8785","0.6345","1.1958","119.17","0.9143"
"2015-05-14","0.8871","0.6372","1.1987","119.60","0.9245"
"2015-05-13","0.8926","0.6400","1.2056","120.04","0.9296"
"2015-05-12","0.8959","0.6459","1.2107","119.92","0.9330"
"2015-05-11","0.8926","0.6476","1.2079","119.79","0.9309"
"2015-05-10","0.8926","0.6476","1.2079","119.79","0.9309"
"2015-05-09","0.8908","0.6477","1.2102","119.86","0.9249"
"2015-05-08","0.8835","0.6566","1.2082","119.48","0.9165"
"2015-05-07","0.8884","0.6574","1.2037","119.72","0.9222"
"2015-05-06","0.8971","0.6605","1.2086","120.11","0.9324"
"2015-05-05","0.8954","0.6607","1.2140","120.14","0.9345"
"2015-05-04","0.8931","0.6606","1.2159","120.21","0.9327"
"2015-05-03","0.8931","0.6606","1.2159","120.21","0.9327"
"2015-05-02","0.8911","0.6547","1.2115","119.84","0.9327"
"2015-05-01","0.8963","0.6494","1.2048","119.12","0.9386"
"2015-04-30","0.9067","0.6502","1.2022","118.96","0.9503"
"2015-04-29","0.9161","0.6550","1.2074","119.00","0.9555"
"2015-04-28","0.9204","0.6587","1.2146","119.08","0.9548"
"2015-04-27","0.9196","0.6585","1.2181","118.97","0.9540"
"2015-04-26","0.9196","0.6585","1.2181","118.97","0.9540"
"2015-04-25","0.9226","0.6619","1.2149","119.33","0.9546"
"2015-04-24","0.9304","0.6655","1.2218","119.85","0.9647"
"2015-04-23","0.9311","0.6673","1.2251","119.68","0.9591"
"2015-04-22","0.9328","0.6711","1.2258","119.48","0.9568"
"2015-04-21","0.9287","0.6695","1.2214","119.00","0.9541"
"2015-04-20","0.9254","0.6683","1.2245","118.92","0.9523"
"2015-04-19","0.9254","0.6683","1.2245","118.92","0.9523"
"2015-04-18","0.9273","0.6684","1.2194","118.94","0.9545"
"2015-04-17","0.9338","0.6722","1.2260","119.14","0.9625"
"2015-04-16","0.9406","0.6769","1.2460","119.41","0.9723"
"2015-04-15","0.9435","0.6802","1.2552","119.70","0.9756"
"2015-04-14","0.9451","0.6834","1.2604","120.34","0.9800"
"2015-04-13","0.9432","0.6835","1.2570","120.20","0.9795"
"2015-04-12","0.9432","0.6835","1.2570","120.20","0.9795"
"2015-04-11","0.9407","0.6816","1.2596","120.38","0.9785"
"2015-04-10","0.9315","0.6753","1.2563","120.27","0.9712"
"2015-04-09","0.9232","0.6721","1.2486","120.00","0.9640"
"2015-04-08","0.9184","0.6722","1.2484","119.90","0.9605"
"2015-04-07","0.9102","0.6699","1.2470","119.08","0.9528"
"2015-04-06","0.9113","0.6704","1.2489","118.99","0.9520"
"2015-04-05","0.9113","0.6704","1.2489","118.99","0.9520"
"2015-04-04","0.9161","0.6730","1.2529","119.43","0.9568"
"2015-04-03","0.9242","0.6744","1.2602","119.66","0.9625"
"2015-04-02","0.9293","0.6746","1.2655","119.82","0.9692"
"2015-04-01","0.9283","0.6755","1.2700","120.05","0.9708"
"2015-03-31","0.9216","0.6741","1.2643","119.64","0.9643"
"2015-03-30","0.9182","0.6722","1.2615","119.13","0.9617"
"2015-03-29","0.9182","0.6722","1.2615","119.13","0.9617"
"2015-03-28","0.9197","0.6728","1.2518","119.22","0.9635"
"2015-03-27","0.9123","0.6718","1.2476","119.07","0.9585"
"2015-03-26","0.9134","0.6723","1.2506","119.60","0.9590"
"2015-03-25","0.9142","0.6705","1.2509","119.65","0.9622"
"2015-03-24","0.9207","0.6700","1.2556","119.89","0.9737"
"2015-03-23","0.9241","0.6687","1.2553","120.07","0.9753"
"2015-03-22","0.9241","0.6687","1.2553","120.07","0.9753"
"2015-03-21","0.9326","0.6751","1.2657","120.66","0.9846"
"2015-03-20","0.9321","0.6732","1.2652","120.55","0.9892"
"2015-03-19","0.9404","0.6782","1.2768","121.11","1.0005"
"2015-03-18","0.9445","0.6762","1.2777","121.35","1.0059"
"2015-03-17","0.9488","0.6765","1.2784","121.32","1.0058"
"2015-03-16","0.9527","0.6782","1.2782","121.38","1.0054"
"2015-03-15","0.9527","0.6782","1.2782","121.38","1.0054"
"2015-03-14","0.9459","0.6747","1.2739","121.39","1.0053"
"2015-03-13","0.9452","0.6696","1.2712","121.32","1.0063"
"2015-03-12","0.9406","0.6654","1.2707","121.35","1.0032"
"2015-03-11","0.9281","0.6630","1.2641","121.45","0.9925"
"2015-03-10","0.9213","0.6628","1.2601","120.96","0.9854"
"2015-03-09","0.9223","0.6649","1.2624","120.83","0.9860"
"2015-03-08","0.9222","0.6649","1.2623","120.82","0.9860"
"2015-03-07","0.9122","0.6589","1.2519","120.32","0.9773"
"2015-03-06","0.9050","0.6560","1.2447","119.96","0.9678"
"2015-03-05","0.8980","0.6524","1.2485","119.66","0.9620"
"2015-03-04","0.8940","0.6506","1.2505","119.79","0.9590"
"2015-03-03","0.8936","0.6496","1.2515","119.88","0.9561"
"2015-03-02","0.8932","0.6478","1.2506","119.61","0.9538"
"2015-03-01","0.8932","0.6478","1.2506","119.61","0.9539"
"2015-02-28","0.8922","0.6483","1.2496","119.39","0.9509"
"2015-02-27","0.8839","0.6454","1.2452","119.02","0.9500"
"2015-02-26","0.8809","0.6457","1.2451","118.83","0.9493"
"2015-02-25","0.8827","0.6475","1.2594","119.14","0.9501"
"2015-02-24","0.8810","0.6494","1.2569","119.02","0.9461"
"2015-02-23","0.8789","0.6494","1.2534","119.01","0.9383"
"2015-02-22","0.8789","0.6494","1.2534","119.01","0.9383"
"2015-02-21","0.8808","0.6494","1.2492","118.82","0.9478"
"2015-02-20","0.8774","0.6478","1.2477","118.81","0.9445"
"2015-02-19","0.8782","0.6498","1.2416","119.16","0.9391"
"2015-02-18","0.8790","0.6510","1.2424","118.72","0.9331"
"2015-02-17","0.8773","0.6495","1.2449","118.55","0.9308"
"2015-02-16","0.8779","0.6495","1.2452","118.80","0.9323"
"2015-02-15","0.8779","0.6495","1.2452","118.80","0.9323"
"2015-02-14","0.8765","0.6496","1.2495","118.85","0.9298"
"2015-02-13","0.8816","0.6540","1.2573","119.73","0.9295"
"2015-02-12","0.8841","0.6554","1.2609","119.79","0.9270"
"2015-02-11","0.8835","0.6564","1.2495","118.89","0.9249"
"2015-02-10","0.8830","0.6564","1.2495","118.75","0.9248"
"2015-02-09","0.8836","0.6561","1.2523","119.13","0.9265"
"2015-02-08","0.8836","0.6561","1.2523","119.13","0.9265"
"2015-02-07","0.8755","0.6535","1.2460","117.88","0.9235"
"2015-02-06","0.8779","0.6563","1.2517","117.33","0.9249"
"2015-02-05","0.8734","0.6586","1.2464","117.57","0.9249"
"2015-02-04","0.8789","0.6637","1.2546","117.38","0.9259"
"2015-02-03","0.8833","0.6643","1.2683","117.50","0.9270"
"2015-02-02","0.8861","0.6638","1.2730","117.54","0.9210"
"2015-02-01","0.8861","0.6638","1.2729","117.53","0.9210"
"2015-01-31","0.8833","0.6639","1.2662","117.81","0.9227"
"2015-01-30","0.8852","0.6615","1.2553","117.92","0.9146"
"2015-01-29","0.8812","0.6587","1.2436","117.87","0.9035"
"2015-01-28","0.8856","0.6612","1.2456","118.07","0.9023"
"2015-01-27","0.8913","0.6655","1.2447","118.04","0.8873"
"2015-01-26","0.8923","0.6671","1.2421","117.80","0.8801"
"2015-01-25","0.8923","0.6671","1.2422","117.80","0.8802"
"2015-01-24","0.8855","0.6667","1.2401","118.21","0.8736"
"2015-01-23","0.8658","0.6613","1.2356","117.97","0.8625"
"2015-01-22","0.8639","0.6607","1.2154","117.96","0.8680"
"2015-01-21","0.8635","0.6612","1.2003","118.31","0.8769"
"2015-01-20","0.8630","0.6604","1.1968","117.36","0.8683"
"2015-01-19","0.8645","0.6603","1.1985","117.62","0.8565"
"2015-01-18","0.8645","0.6603","1.1985","117.62","0.8567"
"2015-01-17","0.8622","0.6590","1.1980","116.69","0.8644"
"2015-01-16","0.8535","0.6573","1.1945","117.18","0.9604"
"2015-01-15","0.8489","0.6585","1.1969","117.17","1.0194"
"2015-01-14","0.8468","0.6598","1.1963","118.27","1.0169"
"2015-01-13","0.8448","0.6598","1.1884","118.51","1.0146"
"2015-01-12","0.8446","0.6598","1.1866","118.54","1.0142"
"2015-01-11","0.8446","0.6597","1.1866","118.54","1.0143"
"2015-01-10","0.8468","0.6615","1.1839","119.26","1.0170"
"2015-01-09","0.8470","0.6628","1.1822","119.63","1.0172"
"2015-01-08","0.8435","0.6613","1.1839","119.07","1.0130"
"2015-01-07","0.8384","0.6571","1.1771","119.01","1.0072"
"2015-01-06","0.8375","0.6549","1.1789","120.14","1.0063"
"2015-01-05","0.8332","0.6524","1.1785","120.50","1.0016"
"2015-01-04","0.8332","0.6524","1.1784","120.49","1.0016"
"2015-01-03","0.8301","0.6461","1.1670","120.31","0.9979"
"2015-01-02","0.8264","0.6420","1.1614","119.88","0.9938"
"2015-01-01","0.8236","0.6421","1.1600","119.58","0.9903"
"2014-12-31","0.8227","0.6438","1.1628","119.94","0.9895"
"2014-12-30","0.8208","0.6430","1.1628","120.48","0.9873"
"2014-12-29","0.8210","0.6428","1.1629","120.38","0.9878"
"2014-12-28","0.8210","0.6428","1.1629","120.38","0.9877"
"2014-12-27","0.8199","0.6428","1.1616","120.32","0.9860"
"2014-12-26","0.8201","0.6427","1.1631","120.46","0.9860"
"2014-12-25","0.8206","0.6438","1.1618","120.48","0.9867"
"2014-12-24","0.8189","0.6428","1.1625","120.30","0.9850"
"2014-12-23","0.8166","0.6400","1.1612","119.70","0.9826"
"2014-12-22","0.8178","0.6399","1.1604","119.51","0.9842"
"2014-12-21","0.8178","0.6399","1.1604","119.51","0.9842"
"2014-12-20","0.8149","0.6390","1.1594","119.25","0.9810"
"2014-12-19","0.8121","0.6405","1.1619","118.73","0.9770"
"2014-12-18","0.8024","0.6368","1.1637","117.14","0.9636"
"2014-12-17","0.8013","0.6374","1.1644","117.16","0.9623"
"2014-12-16","0.8036","0.6374","1.1589","118.42","0.9652"
"2014-12-15","0.8025","0.6364","1.1579","118.81","0.9639"
"2014-12-14","0.8025","0.6364","1.1578","118.80","0.9639"
"2014-12-13","0.8048","0.6362","1.1548","118.69","0.9666"
"2014-12-12","0.8044","0.6368","1.1488","118.49","0.9671"
"2014-12-11","0.8069","0.6375","1.1459","119.07","0.9701"
"2014-12-10","0.8098","0.6386","1.1466","119.97","0.9734"
"2014-12-09","0.8139","0.6412","1.1448","121.19","0.9787"
"2014-12-08","0.8139","0.6418","1.1434","121.47","0.9787"
"2014-12-07","0.8139","0.6418","1.1434","121.47","0.9787"
"2014-12-06","0.8098","0.6393","1.1407","120.50","0.9737"
"2014-12-05","0.8107","0.6377","1.1368","119.86","0.9754"
"2014-12-04","0.8098","0.6385","1.1386","119.43","0.9746"
"2014-12-03","0.8039","0.6372","1.1355","118.78","0.9678"
"2014-12-02","0.8025","0.6380","1.1404","118.56","0.9655"
"2014-12-01","0.8032","0.6390","1.1416","118.62","0.9656"
"2014-11-30","0.8032","0.6391","1.1416","118.62","0.9656"
"2014-11-29","0.8028","0.6373","1.1378","118.28","0.9649"
"2014-11-28","0.8006","0.6342","1.1277","117.57","0.9624"
"2014-11-27","0.8012","0.6354","1.1258","117.76","0.9634"
"2014-11-26","0.8038","0.6373","1.1280","118.04","0.9668"
"2014-11-25","0.8062","0.6382","1.1248","118.08","0.9695"
"2014-11-24","0.8070","0.6387","1.1233","117.87","0.9699"
"2014-11-23","0.8070","0.6387","1.1233","117.86","0.9699"
"2014-11-22","0.8013","0.6380","1.1281","117.84","0.9632"
"2014-11-21","0.7975","0.6377","1.1333","118.23","0.9580"
"2014-11-20","0.7978","0.6392","1.1332","117.41","0.9584"
"2014-11-19","0.8003","0.6391","1.1290","116.67","0.9614"
"2014-11-18","0.7997","0.6383","1.1297","116.20","0.9607"
"2014-11-17","0.7985","0.6383","1.1290","116.28","0.9591"
"2014-11-16","0.7985","0.6383","1.1290","116.28","0.9591"
"2014-11-15","0.8022","0.6381","1.1356","116.21","0.9640"
"2014-11-14","0.8028","0.6348","1.1328","115.63","0.9651"
"2014-11-13","0.8024","0.6300","1.1325","115.46","0.9652"
"2014-11-12","0.8044","0.6304","1.1370","115.38","0.9675"
"2014-11-11","0.8024","0.6296","1.1329","114.38","0.9652"
"2014-11-10","0.8029","0.6300","1.1329","114.60","0.9661"
"2014-11-09","0.8029","0.6300","1.1329","114.60","0.9661"
"2014-11-08","0.8066","0.6315","1.1407","115.08","0.9711"
"2014-11-07","0.8018","0.6274","1.1406","114.72","0.9654"
"2014-11-06","0.7990","0.6262","1.1415","114.23","0.9621"
"2014-11-05","0.7988","0.6253","1.1376","113.56","0.9629"
"2014-11-04","0.8006","0.6258","1.1298","113.19","0.9652"
"2014-11-03","0.7985","0.6252","1.1267","112.33","0.9627"
"2014-11-02","0.7985","0.6252","1.1267","112.33","0.9627"
"2014-11-01","0.7958","0.6254","1.1227","110.96","0.9597"
"2014-10-31","0.7931","0.6252","1.1194","109.05","0.9564"
"2014-10-30","0.7857","0.6204","1.1162","108.20","0.9475"
"2014-10-29","0.7864","0.6199","1.1221","107.95","0.9484"
"2014-10-28","0.7877","0.6208","1.1233","107.91","0.9501"
"2014-10-27","0.7893","0.6215","1.1235","108.16","0.9519"
"2014-10-26","0.7893","0.6215","1.1235","108.16","0.9519"
"2014-10-25","0.7900","0.6230","1.1222","108.08","0.9529"
"2014-10-24","0.7907","0.6237","1.1244","107.61","0.9539"
"2014-10-23","0.7878","0.6219","1.1228","107.05","0.9505"
"2014-10-22","0.7828","0.6191","1.1254","106.72","0.9446"
"2014-10-21","0.7832","0.6203","1.1274","107.05","0.9452"
"2014-10-20","0.7837","0.6215","1.1280","106.89","0.9464"
"2014-10-19","0.7837","0.6215","1.1280","106.89","0.9464"
"2014-10-18","0.7817","0.6217","1.1252","106.48","0.9439"
"2014-10-17","0.7813","0.6246","1.1278","106.02","0.9429"
"2014-10-16","0.7877","0.6281","1.1320","106.80","0.9510"
"2014-10-15","0.7881","0.6252","1.1232","107.06","0.9521"
"2014-10-14","0.7890","0.6216","1.1201","107.29","0.9535"
"2014-10-13","0.7917","0.6220","1.1198","107.65","0.9572"
"2014-10-12","0.7917","0.6220","1.1198","107.65","0.9572"
"2014-10-11","0.7896","0.6219","1.1195","107.84","0.9555"
"2014-10-10","0.7856","0.6186","1.1117","107.92","0.9517"
"2014-10-09","0.7896","0.6218","1.1169","108.25","0.9573"
"2014-10-08","0.7916","0.6221","1.1165","108.58","0.9596"
"2014-10-07","0.7968","0.6252","1.1217","109.39","0.9654"
"2014-10-06","0.7992","0.6263","1.1245","109.76","0.9675"
"2014-10-05","0.7992","0.6263","1.1245","109.76","0.9675"
"2014-10-04","0.7936","0.6224","1.1200","109.11","0.9597"
"2014-10-03","0.7909","0.6183","1.1133","108.66","0.9551"
"2014-10-02","0.7929","0.6173","1.1198","109.63","0.9565"
"2014-10-01","0.7905","0.6162","1.1171","109.53","0.9537"
"2014-09-30","0.7883","0.6158","1.1157","109.44","0.9514"
"2014-09-29","0.7884","0.6154","1.1156","109.29","0.9515"
"2014-09-28","0.7884","0.6154","1.1156","109.29","0.9515"
"2014-09-27","0.7857","0.6138","1.1126","109.03","0.9484"
"2014-09-26","0.7843","0.6129","1.1093","109.06","0.9473"
"2014-09-25","0.7796","0.6106","1.1077","108.75","0.9415"
"2014-09-24","0.7776","0.6107","1.1037","108.71","0.9388"
"2014-09-23","0.7785","0.6121","1.0980","108.93","0.9398"
"2014-09-22","0.7795","0.6140","1.0962","109.04","0.9410"
"2014-09-21","0.7795","0.6140","1.0962","109.04","0.9410"
"2014-09-20","0.7765","0.6099","1.0953","108.96","0.9372"
"2014-09-19","0.7763","0.6129","1.0985","108.65","0.9385"
"2014-09-18","0.7723","0.6138","1.0968","107.39","0.9344"
"2014-09-17","0.7724","0.6163","1.1033","107.13","0.9340"
"2014-09-16","0.7725","0.6157","1.1078","107.24","0.9349"
"2014-09-15","0.7714","0.6148","1.1092","107.35","0.9335"
"2014-09-14","0.7714","0.6148","1.1092","107.35","0.9335"
"2014-09-13","0.7733","0.6156","1.1059","107.23","0.9353"
"2014-09-12","0.7738","0.6164","1.0988","106.90","0.9361"
"2014-09-11","0.7736","0.6198","1.0974","106.54","0.9348"
"2014-09-10","0.7755","0.6213","1.0992","106.21","0.9355"
"2014-09-09","0.7729","0.6186","1.0911","105.33","0.9323"
"2014-09-08","0.7722","0.6125","1.0883","105.08","0.9312"
"2014-09-07","0.7722","0.6125","1.0883","105.08","0.9312"
"2014-09-06","0.7724","0.6129","1.0882","105.20","0.9316"
"2014-09-05","0.7647","0.6088","1.0882","104.98","0.9226"
"2014-09-04","0.7611","0.6074","1.0910","105.02","0.9189"
"2014-09-03","0.7620","0.6043","1.0903","104.84","0.9199"
"2014-09-02","0.7615","0.6021","1.0868","104.22","0.9191"
"2014-09-01","0.7615","0.6024","1.0879","104.08","0.9183"
"2014-08-31","0.7614","0.6024","1.0879","104.09","0.9185"
"2014-08-30","0.7593","0.6029","1.0857","103.87","0.9159"
"2014-08-29","0.7580","0.6030","1.0854","103.76","0.9145"
"2014-08-28","0.7588","0.6036","1.0906","103.97","0.9163"
"2014-08-27","0.7580","0.6034","1.0968","103.97","0.9157"
"2014-08-26","0.7577","0.6035","1.0963","104.08","0.9159"
"2014-08-25","0.7552","0.6034","1.0944","103.95","0.9138"
"2014-08-24","0.7552","0.6034","1.0944","103.95","0.9138"
"2014-08-23","0.7537","0.6032","1.0945","103.83","0.9121"
"2014-08-22","0.7539","0.6030","1.0965","103.81","0.9129"
"2014-08-21","0.7521","0.6016","1.0949","103.24","0.9107"
"2014-08-20","0.7495","0.5999","1.0909","102.69","0.9076"
"2014-08-19","0.7473","0.5979","1.0886","102.45","0.9046"
"2014-08-18","0.7463","0.5991","1.0900","102.35","0.9027"
"2014-08-17","0.7463","0.5991","1.0900","102.35","0.9027"
"2014-08-16","0.7476","0.5992","1.0897","102.48","0.9053"
"2014-08-15","0.7480","0.5994","1.0909","102.48","0.9068"
"2014-08-14","0.7482","0.5967","1.0923","102.37","0.9077"
"2014-08-13","0.7483","0.5958","1.0936","102.25","0.9081"
"2014-08-12","0.7467","0.5959","1.0959","102.13","0.9062"
"2014-08-11","0.7455","0.5961","1.0973","102.02","0.9054"
"2014-08-10","0.7457","0.5961","1.0972","102.03","0.9054"
"2014-08-09","0.7472","0.5951","1.0945","101.90","0.9068"
"2014-08-08","0.7478","0.5937","1.0922","102.20","0.9083"
"2014-08-07","0.7483","0.5933","1.0953","102.41","0.9094"
"2014-08-06","0.7464","0.5929","1.0932","102.63","0.9083"
